Year,Rank,Team,Total Attendance,Avg. Attendance,Approx. Payroll ,W-L Record,W Record,L Record,Run Difference,RK,Total Games,Runs/Games,Hits,Stolen Bases,Walks,Stike Outs,Batting Average,On Base %,Slugging %,,
2014,30,AZ Diamondbacks,"2,073,730","25,602","$89,926,500 ",0.39506,64,98,-0.8,30,162,3.8,1379,86,398,1165,0.248,0.302,0.376,,
2014,17,ATL Braves,"2,354,305","29,065","$108,081,500 ",0.48765,79,83,-0.1,17,162,3.54,1316,95,472,1369,0.241,0.305,0.36,,
2014,4,BAL Orioles,"2,464,473","30,426","$109,097,500 ",0.59259,96,66,0.7,3,162,4.35,1434,44,401,1285,0.256,0.311,0.422,,
2014,25,BOS Red Sox,"2,956,089","36,495","$134,628,929 ",0.43827,71,91,-0.5,25,162,3.91,1355,63,535,1337,0.244,0.316,0.369,,
2014,24,CHI Cubs,"2,652,113","32,742","$59,800,500 ",0.45062,73,89,-0.6,22,162,3.79,1315,65,442,1477,0.239,0.3,0.385,,
2014,22,CHI White Sox,"1,650,821","20,381","$87,475,500 ",0.45062,73,89,-0.6,24,162,4.07,1400,85,417,1362,0.253,0.31,0.398,,
2014,21,CIN Reds,"2,476,664","30,576","$102,230,000 ",0.46914,76,86,-0.1,21,162,3.67,1282,122,415,1252,0.238,0.296,0.365,,
2014,12,CLE Guardians,"1,437,393","17,746","$73,509,399 ",0.52469,85,77,0.1,12,162,4.13,1411,104,504,1189,0.253,0.317,0.389,,
2014,29,COL Rockies,"2,680,329","33,090","$95,403,500 ",0.40741,66,96,-0.4,29,162,4.66,1551,85,397,1281,0.276,0.327,0.445,,
2014,8,DET Tigers,"2,917,209","36,015","$169,135,500 ",0.55556,90,72,0.3,6,162,4.67,1557,106,443,1144,0.277,0.331,0.426,,
2014,26,HOU Astros,"1,751,829","21,628","$44,736,800 ",0.43210,70,92,-0.6,26,162,3.88,1317,122,495,1442,0.242,0.309,0.383,,
2014,2,KAS Royals,"1,956,482","24,154","$89,804,075 ",0.54938,89,73,0.2,7,162,4.02,1456,153,380,985,0.263,0.314,0.376,,
2014,6,LA Angels,"3,095,935","38,221","$128,667,000 ",0.60494,98,64,0.9,1,162,4.77,1464,81,492,1266,0.259,0.322,0.406,,
2014,7,LA Dodgers,"3,782,337","46,696","$233,386,026 ",0.58025,94,68,0.6,4,162,4.43,1476,138,519,1246,0.265,0.333,0.406,,
2014,19,MIA Marlins,"1,732,283","21,386","$42,365,400 ",0.47531,77,85,-0.2,19,162,3.98,1399,58,501,1419,0.253,0.317,0.378,,
2014,15,MIL Brewers,"2,797,384","34,536","$109,567,000 ",0.50617,82,80,0,15,162,4.01,1366,102,423,1197,0.25,0.311,0.397,,
2014,27,MIN Twins,"2,250,606","27,785","$87,044,000 ",0.43210,70,92,-0.4,27,162,4.41,1412,99,544,1329,0.254,0.324,0.389,,
2014,16,NY Mets,"2,148,808","26,528","$82,663,615 ",0.48765,79,83,0.1,16,162,3.88,1306,101,516,1264,0.239,0.308,0.364,,
2014,13,NY Yankees,"3,401,624","41,995","$258,118,959 ",0.51852,84,78,-0.2,13,162,3.91,1349,112,452,1133,0.245,0.307,0.38,,
2014,10,OAK Athletics,"2,003,628","24,736","$89,160,900 ",0.54321,88,74,1,10,162,4.5,1354,83,586,1104,0.244,0.32,0.381,,
2014,23,PHI Phillies,"2,423,852","29,924","$176,444,967 ",0.45062,73,89,-0.4,23,162,3.82,1356,109,443,1306,0.242,0.302,0.363,,
2014,9,PIT Pirates,"2,442,564","30,155","$80,729,000 ",0.54321,88,74,0.3,9,162,4.21,1436,104,520,1244,0.259,0.33,0.404,,
2014,18,SD Padres,"2,195,373","27,103","$76,662,100 ",0.47531,77,85,-0.3,20,162,3.3,1199,91,468,1294,0.226,0.292,0.342,,
2014,1,SF Giants,"2,064,334","25,486","$95,471,000 ",0.54321,88,74,0.3,8,162,3.91,1328,96,396,1232,0.244,0.3,0.376,,
2014,11,SEA Mariners,"3,368,697","41,589","$163,510,167 ",0.53704,87,75,0.5,11,162,4.1,1407,56,427,1245,0.255,0.311,0.388,,
2014,3,STL Cardinals,"3,540,649","43,712","$129,932,500 ",0.55556,90,72,0.1,5,162,3.82,1371,57,471,1133,0.253,0.32,0.369,,
2014,20,TB Rays,"1,446,464","17,858","$77,814,300 ",0.47531,77,85,-0.1,18,162,3.78,1361,63,527,1124,0.247,0.317,0.367,,
2014,28,TEX Rangers,"2,718,733","33,565","$129,801,239 ",0.41358,67,95,-0.8,28,162,3.93,1400,105,417,1162,0.256,0.314,0.375,,
2014,14,TOR Blue Jays,"2,375,525","29,327","$136,466,200 ",0.51235,83,79,0.2,14,162,4.46,1435,78,502,1151,0.259,0.323,0.414,,
2014,5,WAS Nationals,"2,579,389","31,844","$137,235,080 ",0.59259,96,66,0.8,2,162,4.23,1403,101,517,1304,0.253,0.321,0.393,,
2013,16,AZ Diamondbacks,"2,134,895","26,357","$80,060,500 ",0.47531,81,81,-0.1,16,162,4.23,1468,62,519,1142,0.259,0.323,0.391,,
2013,8,ATL Braves,"2,548,679","31,465","$95,618,750 ",0.59259,96,66,0.9,3,162,4.25,1354,64,542,1384,0.249,0.321,0.402,,
2013,14,BAL Orioles,"2,357,561","29,106","$100,832,000 ",0.52469,85,77,0.2,14,162,4.6,1460,79,416,1125,0.26,0.313,0.431,,
2013,1,BOS Red Sox,"2,833,333","34,979","$175,395,500 ",0.59877,97,65,1.2,1,162,5.27,1566,123,581,1308,0.277,0.349,0.446,,
2013,27,CHI Cubs,"2,642,682","32,626","$67,874,166 ",0.40741,66,96,-0.5,26,162,3.72,1307,63,439,1230,0.238,0.3,0.392,,
2013,28,CHI White Sox,"1,768,413","21,832","$81,401,900 ",0.38889,63,99,-0.8,28,162,3.69,1385,105,411,1207,0.249,0.302,0.378,,
2013,10,CIN Reds,"2,492,101","31,151","$106,255,535 ",0.55556,90,72,0.7,11,162,4.31,1370,67,585,1245,0.249,0.327,0.391,,
2013,9,CLE Guardians,"1,572,926","19,419","$87,342,433 ",0.56790,92,70,0.5,7,162,4.6,1391,117,562,1283,0.255,0.327,0.41,,
2013,22,COL Rockies,"2,793,828","34,492","$73,768,000 ",0.45679,74,88,-0.3,20,162,4.36,1511,112,427,1204,0.27,0.323,0.418,,
2013,3,DET Tigers,"3,083,397","38,067","$154,407,000 ",0.57407,93,69,1.1,6,162,4.91,1625,35,531,1073,0.283,0.346,0.434,,
2013,30,HOU Astros,"1,651,883","20,394","$14,672,300 ",0.31481,51,111,-1.5,30,162,3.77,1307,110,426,1535,0.24,0.299,0.375,,
2013,13,KAS Royals,"1,750,754","21,614","$87,426,250 ",0.53086,86,76,0.3,12,162,4,1443,153,422,1048,0.26,0.315,0.379,,
2013,17,LA Angels,"3,019,505","37,278","$116,532,500 ",0.48148,78,84,0,17,162,4.52,1476,82,523,1221,0.264,0.329,0.414,,
2013,4,LA Dodgers,"3,743,527","46,216","$254,161,000 ",0.56790,92,70,0.4,7,162,4.01,1447,78,476,1146,0.264,0.326,0.396,,
2013,29,MIA Marlins,"1,586,322","19,584","$24,761,900 ",0.38272,62,100,-0.8,29,162,3.17,1257,78,432,1232,0.231,0.293,0.335,,
2013,21,MIL Brewers,"2,531,105","31,248","$86,945,000 ",0.45679,74,88,-0.3,20,162,3.95,1381,142,407,1183,0.252,0.311,0.398,,
2013,26,MIN Twins,"2,477,644","30,588","$63,042,500 ",0.40741,66,96,-1.1,26,162,3.79,1346,52,533,1430,0.242,0.312,0.38,,
2013,20,NY Mets,"2,135,657","26,366","$69,425,860 ",0.45679,74,88,-0.4,20,162,3.82,1318,114,512,1384,0.237,0.306,0.366,,
2013,15,NY Yankees,"3,279,589","40,489","$246,534,750 ",0.52469,85,77,-0.1,14.00000,162,4.01,1321,115,466,1214,0.242,0.307,0.376,,
2013,7,OAK Athletics,"1,809,302","22,337","$69,440,000 ",0.59259,96,66,0.9,3.00000,162,4.73,1403,74,573,1178,0.254,0.327,0.419,,
2013,24,PHI Phillies,"3,012,403","37,190","$150,860,000 ",0.45062,73,89,-0.9,24.00000,162,3.77,1355,73,417,1205,0.248,0.306,0.384,,
2013,6,PIT Pirates,"2,256,862","27,862","$99,230,000 ",0.58025,94,68,0.4,5.00000,162,3.91,1346,94,469,1330,0.245,0.313,0.396,,
2013,18,SD Padres,"2,166,691","26,749","$65,988,600 ",0.46914,76,86,-0.5,18.00000,162,3.81,1349,118,467,1309,0.245,0.308,0.378,,
2013,19,SF Giants,"1,761,546","21,747","$78,887,000 ",0.46914,76,86,-0.4,25.00000,162,3.85,1318,49,529,1353,0.237,0.306,0.39,,
2013,25,SEA Mariners,"3,369,106","41,087","$139,845,667 ",0.43827,71,91,-0.8,,162,3.88,1446,67,469,1078,0.26,0.32,0.381,,
2013,2,STL Cardinals,"3,369,769","41,602","$112,583,000 ",0.59877,97,65,1.2,,162,4.83,1494,45,481,1110,0.269,0.332,0.401,,
2013,5,TB Rays,"1,510,300","18,646","$71,163,500 ",0.56442,92,71,0.3,,163,4.29,1421,73,589,1171,0.257,0.329,0.408,,
2013,11,TEX Rangers,"3,178,273","38,759","$139,261,200 ",0.55828,91,72,0.6,,163,4.48,1465,149,462,1067,0.262,0.323,0.412,,
2013,23,TOR Blue Jays,"2,536,562","31,316","$124,517,800 ",0.45679,74,88,-0.3,,162,4.4,1398,112,510,1123,0.252,0.318,0.411,,
2013,12,WAS Nationals,"2,652,422","32,746","$112,493,250 ",0.53086,86,76,0.2,,162,4.05,1365,88,464,1192,0.251,0.313,0.398,,
2012,16,AZ Diamondbacks,"2,177,617","26,884","$67,069,833 ",0.58025,94,68,0.4,,162,4.53,1416,93,539,1266,0.259,0.328,0.418,,
2012,9,ATL Braves,"2,420,171","29,879","$86,208,000 ",0.54938,89,73,0.2,,162,4.32,1341,101,567,1289,0.247,0.32,0.389,,
2012,8,BAL Orioles,"2,102,240","25,954","$77,949,000 ",0.42593,69,93,-0.9,,162,4.4,1375,58,480,1315,0.247,0.311,0.417,,
2012,25,BOS Red Sox,"3,043,003","37,568","$110,386,000 ",0.55556,90,72,0.9,,162,4.53,1459,97,428,1197,0.26,0.315,0.415,,
2012,29,CHI Cubs,"2,882,756","35,590","$86,159,366 ",0.43827,71,91,-0.6,,162,3.78,1297,94,447,1235,0.24,0.302,0.378,,
2012,14,CHI White Sox,"1,965,955","24,271","$118,208,000 ",0.48765,79,83,-0.3,,162,4.62,1409,109,461,1203,0.255,0.318,0.422,,
2012,5,CIN Reds,"2,347,251","28,978","$80,309,500 ",0.48765,79,83,0.1,,162,4.13,1377,87,481,1266,0.251,0.315,0.411,,
2012,26,CLE Guardians,"1,603,596","19,797","$78,911,300 ",0.49383,80,82,-0.3,,162,4.12,1385,110,555,1087,0.251,0.324,0.381,,
2012,28,COL Rockies,"2,630,458","32,475","$75,485,000 ",0.45062,73,89,-0.2,,162,4.68,1526,100,450,1213,0.274,0.33,0.436,,
2012,2,DET Tigers,"3,028,033","37,383","$131,394,000 ",0.58642,95,67,0.5,,162,4.48,1467,59,511,1103,0.268,0.335,0.422,,
2012,30,HOU Astros,"1,607,733","19,849","$37,651,000 ",0.44444,72,90,-0.5,,162,3.6,1276,105,463,1365,0.236,0.302,0.371,,
2012,23,KAS Royals,"1,739,859","21,480","$61,747,075 ",0.34568,56,106,-1.1,,162,4.17,1492,132,404,1032,0.265,0.317,0.4,,
2012,12,LA Angels,"3,061,770","37,800","$141,073,500 ",0.43827,71,91,-0.2,,162,4.73,1518,134,449,1113,0.274,0.332,0.433,,
2012,13,LA Dodgers,"3,324,246","41,040","$177,033,600 ",0.53086,86,76,0.2,,162,3.93,1369,104,481,1156,0.252,0.317,0.374,,
2012,24,MIA Marlins,"2,219,444","27,401","$107,678,000 ",0.50932,82,79,0.2,,161,3.76,1327,149,484,1228,0.244,0.308,0.382,,
2012,15,MIL Brewers,"2,831,385","34,955","$95,717,000 ",0.59259,96,66,0.5,,162,4.79,1442,158,466,1240,0.259,0.325,0.437,,
2012,27,MIN Twins,"2,776,354","34,276","$99,066,000 ",0.38889,63,99,-1.1,,162,4.33,1448,135,505,1069,0.26,0.325,0.39,,
2012,21,NY Mets,"2,242,803","27,689","$91,621,424 ",0.47531,77,85,-0.1,,162,4.01,1357,79,503,1250,0.249,0.316,0.386,,
2012,4,NY Yankees,"3,542,406","43,733","$197,977,900 ",0.59877,97,65,1.3,,162,4.96,1462,93,565,1176,0.265,0.337,0.453,,
2012,6,OAK Athletics,"1,679,013","20,729","$61,202,500 ",0.45679,74,88,-0.2,,162,4.4,1315,122,550,1387,0.238,0.31,0.404,,
2012,17,PHI Phillies,"3,565,718","44,021","$171,501,558 ",0.62963,102,60,1.1,,162,4.22,1414,116,454,1094,0.255,0.317,0.4,,
2012,18,PIT Pirates,"2,091,918","25,826","$70,077,000 ",0.44444,72,90,-0.6,,162,4.02,1313,73,444,1354,0.243,0.304,0.395,,
2012,19,SD Padres,"2,123,721","26,219","$55,494,700 ",0.43827,71,91,-0.1,,162,4.02,1339,155,539,1238,0.247,0.319,0.38,,
2012,1,SF Giants,"1,721,920","21,258","$78,235,600 ",0.53086,86,76,0,,162,3.82,1285,104,466,1259,0.234,0.296,0.369,,
2012,20,SEA Mariners,"3,377,371","41,696","$117,637,350 ",0.41358,67,95,-0.7,,162,4.43,1495,118,483,1097,0.269,0.327,0.397,,
2012,3,STL Cardinals,"3,262,109","40,273","$112,071,000 ",0.55556,90,72,0.4,,162,4.72,1526,91,533,1192,0.271,0.338,0.421,,
2012,11,TB Rays,"1,559,681","19,255","$63,368,700 ",0.56173,91,71,0.6,,162,4.3,1293,134,571,1323,0.24,0.317,0.394,,
2012,10,TEX Rangers,"3,460,280","42,720","$124,119,900 ",0.59259,96,66,1.1,,162,4.99,1526,91,478,1103,0.273,0.334,0.446,,
2012,22,TOR Blue Jays,"2,099,663","25,922","$82,352,700 ",0.50000,81,81,-0.1,,162,4.42,1346,123,473,1251,0.245,0.309,0.407,,
2012,7,WAS Nationals,"2,370,794","29,269","$92,386,000 ",0.49689,80,81,-0.1,,161,4.51,1468,105,479,1325,0.261,0.322,0.428,,
2011,8,AZ Diamondbacks,"2,105,432","25,993","$54,823,166 ",0.58025,94,68,0.4,,162,4.51,1357,133,531,1249,0.25,0.322,0.413,,
2011,10,ATL Braves,"2,372,940","29,296","$93,855,132 ",0.54938,89,73,0.2,,162,3.96,1345,77,504,1260,0.243,0.308,0.387,,
2011,27,BAL Orioles,"1,755,461","21,672","$88,299,038 ",0.42593,69,93,-0.9,,162,4.37,1434,81,452,1120,0.257,0.316,0.413,,
2011,9,BOS Red Sox,"3,054,001","37,704","$166,662,475 ",0.55556,90,72,0.9,,162,5.4,1600,102,578,1108,0.28,0.349,0.461,,
2011,26,CHI Cubs,"3,017,966","37,259","$136,547,329 ",0.43827,71,91,-0.6,,162,4.04,1423,69,425,1202,0.256,0.314,0.401,,
2011,18,CHI White Sox,"2,001,117","24,705","$127,789,000 ",0.48765,79,83,-0.3,,162,4.04,1387,81,475,989,0.252,0.319,0.388,,
2011,17,CIN Reds,"2,213,588","27,328","$77,297,134 ",0.48765,79,83,0.1,,162,4.54,1438,97,535,1250,0.256,0.326,0.408,,
2011,16,CLE Guardians,"1,840,835","22,726","$49,426,566 ",0.49383,80,82,-0.3,,162,4.35,1380,89,494,1269,0.25,0.317,0.396,,
2011,21,COL Rockies,"2,909,777","35,923","$91,648,071 ",0.45062,73,89,-0.2,,162,4.54,1429,118,555,1201,0.258,0.329,0.41,,
2011,4,DET Tigers,"2,642,045","32,618","$106,875,231 ",0.58642,95,67,0.5,,162,4.86,1540,49,521,1143,0.277,0.34,0.434,,
2011,30,HOU Astros,"1,520,562","18,772","$57,694,000 ",0.44444,72,90,-0.5,,162,3.86,1358,95,542,1244,0.247,0.318,0.388,,
2011,24,KAS Royals,"2,067,016","25,519","$71,110,500 ",0.34568,56,106,-1.1,,162,3.8,1442,118,401,1164,0.258,0.311,0.374,,
2011,11,LA Angels,"1,724,450","21,290","$35,712,000 ",0.43827,71,91,-0.2,,162,4.51,1560,153,442,1006,0.275,0.329,0.415,,
2011,13,LA Dodgers,"3,166,321","39,090","$138,543,166 ",0.53086,86,76,0.2,,162,4.12,1394,135,442,1086,0.253,0.313,0.402,,
2011,23,MIA Marlins,"2,935,139","36,236","$103,785,477 ",0.50932,82,79,0.2,,161,4,1395,126,498,1087,0.257,0.322,0.375,,
2011,3,MIL Brewers,"3,071,373","37,918","$86,636,333 ",0.59259,96,66,0.5,,162,4.45,1422,94,481,1083,0.261,0.325,0.425,,
2011,29,MIN Twins,"3,168,116","39,113","$112,737,000 ",0.38889,63,99,-1.1,,162,3.82,1357,92,440,1048,0.247,0.306,0.36,,
2011,19,NY Mets,"2,352,596","29,044","$151,897,309 ",0.47531,77,85,-0.1,,162,4.43,1477,130,571,1085,0.264,0.335,0.391,,
2011,7,NY Yankees,"3,653,680","45,107","$206,275,028 ",0.59877,97,65,1.3,,162,5.35,1452,147,627,1138,0.263,0.343,0.444,,
2011,20,OAK Athletics,"1,476,791","18,232","$67,094,000 ",0.45679,74,88,-0.2,,162,3.98,1330,117,509,1094,0.244,0.311,0.369,,
2011,5,PHI Phillies,"3,680,718","45,441","$172,976,379 ",0.62963,102,60,1.1,,162,4.4,1409,96,539,1024,0.253,0.323,0.395,,
2011,22,PIT Pirates,"1,940,429","23,956","$45,047,000 ",0.44444,72,90,-0.6,,162,3.77,1325,108,489,1308,0.244,0.309,0.368,,
2011,25,SD Padres,"2,143,018","26,457","$45,869,140 ",0.43827,71,91,-0.1,,162,3.66,1284,170,501,1320,0.237,0.305,0.349,,
2011,12,SF Giants,"1,896,321","23,411","$86,110,600 ",0.53086,86,76,0,,162,3.43,1263,125,435,1280,0.233,0.292,0.348,,
2011,28,SEA Mariners,"3,387,303","41,819","$124,198,333 ",0.41358,67,95,-0.7,,162,3.52,1327,85,448,1122,0.242,0.303,0.368,,
2011,1,STL Cardinals,"3,093,954","38,197","$105,433,572 ",0.55556,90,72,0.4,,162,4.7,1513,57,542,978,0.273,0.341,0.425,,
2011,6,TB Rays,"1,529,188","18,879","$41,053,571 ",0.56173,91,71,0.6,,162,4.36,1324,155,571,1193,0.244,0.322,0.402,,
2011,2,TEX Rangers,"2,946,949","36,382","$93,799,264 ",0.59259,96,66,1.1,,162,5.28,1599,143,475,930,0.283,0.34,0.46,,
2011,14,TOR Blue Jays,"1,818,103","22,446","$64,567,800 ",0.50000,81,81,-0.1,,162,4.59,1384,131,525,1184,0.249,0.317,0.413,,
2011,15,WAS Nationals,"1,940,478","24,256","$68,492,928 ",0.49689,80,81,-0.1,,161,3.88,1319,106,470,1323,0.242,0.309,0.383,,
2010,28,AZ Diamondbacks,"2,056,697","25,391","$61,368,166 ",0.40123,65,97,-0.8,,162,4.4,1366,86,589,1529,0.25,0.325,0.416,,
2010,5,ATL Braves,"2,510,119","30,989","$84,423,666 ",0.56173,91,71,0.7,,162,4.56,1411,63,634,1140,0.258,0.339,0.401,,
2010,27,BAL Orioles,"1,733,019","21,395","$81,612,500 ",0.40741,66,96,-1.1,,162,3.78,1440,76,424,1056,0.259,0.316,0.386,,
2010,10,BOS Red Sox,"3,046,445","37,610","$164,507,333 ",0.54938,89,73,0.5,,162,5.05,1511,68,587,1140,0.268,0.339,0.451,,
2010,23,CHI Cubs,"3,062,973","37,814","$147,009,001 ",0.46296,75,87,-0.5,,162,4.23,1414,55,479,1236,0.257,0.32,0.401,,
2010,11,CHI White Sox,"2,194,378","27,091","$107,195,000 ",0.54321,88,74,0.3,,162,4.64,1467,160,467,922,0.268,0.332,0.42,,
2010,7,CIN Reds,"2,060,550","25,439","$75,321,542 ",0.56173,91,71,0.6,,162,4.88,1515,93,522,1218,0.272,0.338,0.436,,
2010,24,CLE Guardians,"1,391,644","17,181","$61,203,966 ",0.42593,69,93,-0.7,,162,3.99,1362,91,545,1184,0.248,0.322,0.378,,
2010,14,COL Rockies,"2,875,245","35,497","$90,677,000 ",0.51235,83,79,0.3,,162,4.75,1452,99,585,1274,0.263,0.336,0.425,,
2010,16,DET Tigers,"2,461,237","30,386","$124,039,928 ",0.50000,81,81,0,,162,4.64,1515,69,546,1147,0.268,0.335,0.415,,
2010,22,HOU Astros,"1,524,894","18,826","$57,454,719 ",0.49383,80,82,0,,162,4.44,1403,92,514,1375,0.254,0.321,0.403,,
2010,26,KAS Royals,"2,331,490","28,784","$93,216,000 ",0.46914,76,86,-0.7,,162,3.77,1348,100,415,1025,0.247,0.303,0.362,,
2010,18,LA Angels,"1,615,327","19,942","$73,105,210 ",0.41358,67,95,-1,,162,4.17,1534,115,471,905,0.274,0.331,0.399,,
2010,19,LA Dodgers,"3,250,814","40,134","$104,963,866 ",0.49383,80,82,-0.1,,162,4.2,1363,104,466,1070,0.248,0.311,0.39,,
2010,17,MIA Marlins,"3,562,320","43,979","$95,358,016 ",0.49383,80,82,-0.2,,162,4.12,1368,92,533,1184,0.252,0.322,0.379,,
2010,21,MIL Brewers,"2,776,531","34,278","$81,108,278 ",0.47531,77,85,-0.3,,162,4.63,1471,81,546,1216,0.262,0.335,0.424,,
2010,8,MIN Twins,"3,223,640","39,798","$97,559,166 ",0.58025,94,68,0.7,,162,4.82,1521,68,559,967,0.273,0.341,0.422,,
2010,20,NY Mets,"2,559,738","31,602","$134,422,942 ",0.48765,79,83,0,,162,4.05,1361,130,502,1095,0.249,0.314,0.383,,
2010,4,NY Yankees,"3,765,807","46,491","$210,733,389 ",0.58642,95,67,1,,162,5.3,1485,103,662,1136,0.267,0.35,0.436,,
2010,15,OAK Athletics,"1,418,391","17,511","$57,904,900 ",0.50000,81,81,0.2,,162,4.09,1396,156,527,1061,0.256,0.324,0.378,,
2010,3,PHI Phillies,"3,777,322","44,968","$141,928,379 ",0.59877,97,65,0.8,,162,4.77,1451,108,560,1064,0.26,0.332,0.413,,
2010,30,PIT Pirates,"1,613,399","19,919","$37,443,000 ",0.35185,57,105,-1.7,,162,3.62,1303,87,463,1207,0.242,0.304,0.373,,
2010,9,SD Padres,"2,131,774","26,318","$37,799,300 ",0.55556,90,72,0.5,,162,4.1,1338,124,538,1183,0.246,0.317,0.371,,
2010,1,SF Giants,"2,085,630","25,749","$86,510,000 ",0.56790,92,70,0.7,,162,3.17,1274,142,459,1184,0.236,0.298,0.339,,
2010,29,SEA Mariners,"3,037,443","37,499","$98,641,333 ",0.37654,61,101,-1.1,,162,4.3,1411,55,487,1099,0.257,0.321,0.408,,
2010,12,STL Cardinals,"3,301,218","40,756","$93,540,751 ",0.53086,86,76,0.6,,162,4.54,1456,79,541,1027,0.263,0.332,0.402,,
2010,6,TB Rays,"1,864,999","23,025","$71,923,471 ",0.59259,96,66,0.9,,162,4.95,1343,172,672,1292,0.247,0.333,0.403,,
2010,2,TEX Rangers,"2,505,171","30,928","$56,474,374 ",0.55556,90,72,0.6,,162,4.86,1556,123,511,986,0.276,0.338,0.419,,
2010,13,TOR Blue Jays,"1,495,482","19,173","$62,734,000 ",0.52469,85,77,0.2,,162,4.66,1364,58,471,1164,0.248,0.312,0.454,,
2010,25,WAS Nationals,"1,828,066","22,569","$67,701,000 ",0.42593,69,93,-0.5,,162,4.04,1355,110,503,1220,0.25,0.318,0.39,,
,,,,,,,,,,,,,,,,,,,,,
